,Country,Order ID,Total Cost,Total Profit
2257,Mauritius ,198218524,596430.24,337511.94
2258,Spain,472073781,2179752.13,341884.4
2259,Australia,347743308,2009021.92,483158.75
2260,Guinea,539338433,126830.13,95942.97
2261,Turkmenistan,931282985,42800.2,14905.85
2262,Palau,128313291,873746.37,606616.17
2263,Nicaragua,405478179,281627.61,138731.94
2264,Iceland,958138978,24012.4,8362.7
2265,Nigeria,151969516,6030.48,1988.76
2266,Antigua and Barbuda ,472956120,643875.33,447023.53
2267,Monaco,877397620,112324.52,17617.6
2268,Belgium,841905343,861344.05,651579.45
2269,France,813403117,20157.96,7020.33
2270,Benin,859127271,1862413.24,614195.38
2271,Ethiopia,216626632,317254.77,220260.57
2272,New Zealand,443762528,255845.92,126031.68
2273,Kyrgyzstan,468708789,52929.33,34947.87
2274,Democratic Republic of the Congo,639951741,1749053.24,274331.2
2275,Papua New Guinea,476290214,1865931.02,615355.49
2276,Gabon,916835534,84188.16,47640.96
2277,Kosovo,271011531,3612760.06,1191432.97
2278,Sri Lanka,968554532,1491501.12,984799.68
2279,Switzerland,109513366,3162484.22,1042938.89
2280,Myanmar,714249360,7701.96,2682.33
2281,Eritrea,473436343,1465069.8,880953.4
2282,Syria,298060643,58168.32,119193.12
2283,Guinea,269421088,370735.14,163942.52
2284,Iceland,989129006,1081759.64,714257.96
2285,Ukraine,429108226,137758.95,95641.95
2286,Canada,681595075,452453.28,200079.04
2287,Azerbaijan,309138381,4910820.88,1619513.56
2288,Cambodia,194599473,164131.77,80852.58
2289,Thailand,391152179,301273.83,148409.82
2290,Ireland,572282826,5943.84,3363.54
2291,Mongolia,481790244,151657.45,114724.05
2292,Malta,383785760,343705.6,704289.6
2293,Papua New Guinea,612693202,1337374.38,804169.54
2294,Jordan,223248898,113433.6,232437.6
2295,Nauru,140501677,752197.53,569013.57
2296,Vanuatu,909812867,96768.0,198288.0
2297,Portugal,446856296,127697.92,261666.72
2298,Ireland,787618291,951840.9,149292.0
2299,Egypt,438397681,14973.09,7375.86
2300,Vietnam,225805795,891750.51,619115.91
2301,Bangladesh,146766459,28370.16,19696.56
2302,Estonia,718516004,337077.51,234022.91
2303,Uzbekistan,728603255,4396722.46,1449971.77
2304,Albania,384889543,2269830.56,356012.8
2305,Bangladesh,865548694,1039626.84,686438.76
2306,Serbia,269067037,645501.3,101244.0
2307,Yemen,364243400,235504.64,482574.24
2308,Lesotho,740189111,3648942.94,1203365.53
2309,Seychelles ,156327998,67698.36,23577.03
2310,Oman,592396390,555889.63,367039.57
2311,Palau,498443114,2435539.17,1608123.63
2312,Nepal,644829499,261727.07,128928.78
2313,Vanuatu,972229373,99534.49,49031.46
2314,Nauru,141629064,2380.14,1052.52
2315,Panama,484327399,190498.35,132257.35
2316,Grenada,351935708,1623599.88,254654.4
2317,Malawi,866377818,846012.72,587361.52
2318,Myanmar,969890058,27848.04,13718.16
2319,Burundi,575021255,221533.12,53277.5
2320,Republic of the Congo,114632737,617621.66,203682.17
2321,Cape Verde,991898334,352148.16,199275.96
2322,India,630304372,5210228.0,1253031.25
2323,Ukraine,123649680,540801.81,239147.58
2324,Nigeria,186045587,1948850.12,642700.94
2325,Malaysia,701915919,721295.04,173467.5
2326,Jordan,275997006,1313449.92,315877.5
2327,Mexico,283337676,760433.4,457252.2
2328,Ireland,819299256,436982.37,193237.66
2329,France,249555575,447409.65,197848.7
2330,Papua New Guinea,160092961,124616.8,61387.2
2331,Bahrain,407210242,165710.65,125354.85
2332,Ethiopia,467518746,783515.04,443380.74
2333,Australia,787942302,772177.56,536099.96
2334,Guinea-Bissau,535717236,862925.7,599103.7
2335,Liberia,748392379,466835.04,264175.74
2336,France,283829057,94492.8,22725.0
2337,Lebanon,770201098,269420.25,132718.5
2338,Cambodia,755994832,162211.84,332389.44
2339,Namibia,660009086,11900.7,5262.6
2340,Dominica,521355187,338329.6,693273.6
2341,Grenada,449456965,179020.53,79164.54
2342,Philippines,174050748,2277801.44,547798.75
2343,Cameroon,395185363,169216.62,74829.16
2344,Seychelles ,533222138,36081.65,17774.1
2345,Ukraine,978834903,3946949.16,1301643.42
2346,Malta,843009984,2132277.22,703192.39
2347,Ghana,207046210,267957.91,131998.14
2348,Dominican Republic,572554910,151678.08,100149.12
2349,Germany,811459910,2073723.75,1369226.25
2350,Lithuania,315997540,541141.83,239297.94
2351,Russia,348716628,58938.66,29033.64
2352,Iran,892478501,110243.84,225901.44
2353,Canada,200456988,3111535.08,488030.4
2354,Netherlands,646138417,506571.03,351697.23
2355,Morocco,173321616,835353.12,472715.22
2356,Cambodia,846117913,384693.12,217692.72
2357,Netherlands,298951137,184217.6,377481.6
2358,Federated States of Micronesia,286557614,692977.53,481113.73
2359,Latvia,833986175,139668.48,286195.68
2360,Greenland,686598145,304783.36,624533.76
2361,Spain,460067355,792359.97,523174.83
2362,Czech Republic,390380132,508067.94,167553.03
2363,Moldova ,783835303,500578.8,301000.4
2364,Tajikistan,667044198,116513.52,51523.36
2365,Sri Lanka,936930644,1188157.26,714444.58
2366,Solomon Islands,310730969,59730.18,26413.24
2367,Republic of the Congo,275994002,57809.92,118458.72
2368,Jordan,140581071,562053.06,248545.08
2369,Botswana,182666003,1379986.96,216444.8
2370,Croatia,300735127,278427.66,193304.06
2371,Angola,463587272,32039.6,11158.3
2372,Afghanistan,260333764,866731.11,655654.59
2373,Grenada,250398433,712871.04,403404.24
2374,Eritrea,613517606,274974.28,208009.32
2375,Botswana,699740111,3771060.16,1243637.92
2376,Latvia,379427278,2585373.94,1707055.66
2377,Belgium,493252933,884525.47,584029.33
2378,Benin,602203404,673549.5,405008.5
2379,Azerbaijan,337577521,38371.4,13363.45
2380,France,750986611,290667.02,219880.38
2381,Iran,264354503,704198.88,398496.78
2382,Slovenia,519917523,1460218.76,229028.8
2383,Vatican City,530224502,28150.56,9803.88
2384,Liechtenstein,728136765,82562.55,62455.95
2385,Panama,716828143,134535.28,66273.12
2386,Nicaragua,619784963,396576.66,175369.88
2387,Iran,630806052,816936.96,462293.76
2388,Papua New Guinea,564002740,891023.07,618610.87
2389,Maldives,303798854,943901.28,534141.18
2390,San Marino,254930722,482885.07,213536.26
2391,Ukraine,892447173,346079.58,240272.78
2392,Norway,511709535,1336926.41,882737.99
2393,Australia,178391635,504589.68,223134.24
2394,Netherlands,578479802,139166.72,285167.52
2395,New Zealand,668272864,202352.64,414642.24
2396,United Arab Emirates,824382150,931206.62,307097.69
2397,The Bahamas,593731486,407797.32,180331.76
2398,Federated States of Micronesia,943557202,2211708.67,1460334.13
2399,Uganda,211408126,3361347.73,527212.4
2400,Malawi,855145585,636727.07,481663.83
2401,Lithuania,902943408,962220.0,544507.5
2402,Ireland,703287923,1943375.4,1283160.6
2403,The Gambia,674977958,4940973.28,1629457.36
2404,San Marino,857124841,40929.28,83868.48
2405,South Africa,459152400,80747.52,165460.32
2406,Algeria,110796964,195158.81,96136.74
2407,East Timor,512107360,158846.01,70243.18
2408,Central African Republic,183444917,153466.88,314470.08
2409,Georgia,415483462,3517070.36,551636.8
2410,Botswana,319209325,357969.92,733518.72
2411,Mozambique,875921332,1806912.32,434552.5
2412,Sierra Leone,887230813,15367.17,10668.97
2413,United Arab Emirates,125061595,50931.2,17737.6
2414,Finland,681650006,2130267.06,702529.47
2415,Rwanda,219544875,3707267.52,891577.5
2416,Kosovo,521607530,147445.76,302132.16
2417,Bangladesh,741011798,4933.96,1718.33
2418,Costa Rica,551244008,492681.77,372698.13
2419,Liechtenstein,596102988,321699.84,659197.44
2420,Burundi,239700067,376825.23,248807.97
2421,Solomon Islands,716459071,2520238.1,831135.95
2422,Guinea,181116330,1369842.66,904471.74
2423,Uganda,458720672,2258917.3,744956.35
2424,Uzbekistan,294633424,236263.28,116385.12
2425,Grenada,304528415,543715.2,307681.2
2426,Estonia,724391973,297108.07,224752.83
2427,Gabon,960522925,812277.69,563940.29
2428,Bahrain,939532601,870127.3,658223.7
2429,Andorra,658344829,752236.8,425680.8
2430,Burkina Faso,634195935,178592.75,135099.75
2431,Georgia,554634749,1211910.84,728727.72
2432,Iran,627522599,214169.23,105501.42
2433,Lithuania,231033313,1075447.32,646671.56
2434,Libya,163653218,680065.47,472149.27
2435,Taiwan,394181144,184858.85,91062.9
2436,Costa Rica,511728417,334189.1,110210.45
2437,Lithuania,175718867,451829.91,199803.38
2438,Czech Republic,465888822,1503614.3,992797.7
2439,Netherlands,732287108,807731.19,560783.79
2440,Ghana,845275056,256601.76,113471.68
2441,Botswana,745526492,380312.37,168177.66
2442,Montenegro,894027745,769891.28,253898.36
2443,Ethiopia,922077643,1112915.2,267650.0
2444,Algeria,981287515,354389.28,200544.18
2445,Haiti,393581187,3017445.06,473272.8
2446,New Zealand,801194989,1771.52,616.96
2447,Moldova ,316677749,76199.34,52902.94
2448,Algeria,272890794,1660894.7,547737.65
2449,Panama,273007953,725166.75,503461.75
2450,Armenia,440515553,228760.84,112689.36
2451,Togo,969212424,183211.04,44061.25
2452,Azerbaijan,773209893,61207.4,21316.45
2453,Afghanistan,636931788,102296.25,71021.25
2454,Mozambique,965114438,1221794.88,734671.04
2455,The Bahamas,432806670,213821.44,438143.04
2456,Dominica,935369813,177006.72,87194.88
2457,Antigua and Barbuda ,838477694,295925.28,167460.18
2458,Tuvalu,828116643,3503708.88,1155469.56
2459,Mauritania,760585486,1508625.08,497521.46
2460,Niger,112495553,314997.76,645464.16
2461,United Arab Emirates,230770671,1438765.5,865136.5
2462,Iraq,282647168,2996.36,1043.53
2463,Malaysia,405673873,615505.17,427326.97
2464,Croatia,357712113,608665.56,365993.48
2465,Burkina Faso,866935718,701288.58,421688.14
2466,Malawi,481831014,327300.96,185215.26
2467,Eritrea,521196830,411144.18,247222.94
2468,Monaco,124144494,189754.51,93474.54
2469,Lebanon,300097835,523833.03,396263.07
2470,Yemen,778793179,534200.02,176170.99
2471,Saudi Arabia,460279357,559792.8,316779.3
2472,El Salvador,564917695,19891.2,40759.2
2473,Tunisia ,583382022,1662621.71,260774.8
2474,Samoa ,526658666,1412142.36,849127.88
2475,Marshall Islands,476046454,416061.4,274714.6
2476,Libya,133156716,1450330.44,478296.78
2477,Qatar,169913280,3635959.3,570284.0
2478,Finland,878552472,327608.1,196992.3
2479,Armenia,821623122,631808.45,477943.05
2480,Botswana,881986558,263125.83,129617.82
2481,Canada,212816607,1584719.94,1046349.66
2482,Ghana,287599599,951259.14,571996.62
2483,Trinidad and Tobago,850134360,243989.76,138070.56
2484,Liechtenstein,364532220,1024679.06,337923.47
2485,Cuba,965217006,781079.04,442002.24
2486,Saint Vincent and the Grenadines,806925046,1555753.64,1027223.96
2487,Russia,814705169,4130376.26,1362134.87
2488,Malawi,633918702,65643.12,22861.26
2489,Guinea,880239474,641241.04,211471.48
2490,Lithuania,889653813,407343.96,180131.28
2491,Uzbekistan,968460547,765098.88,432959.28
2492,Albania,143271005,212495.36,435425.76
2493,Switzerland,211009013,35318.69,17398.26
2494,Netherlands,788910901,2574009.88,848869.06
2495,South Korea,664525496,2449258.04,384155.2
2496,Pakistan,945714128,3507257.76,843476.25
2497,Libya,110650622,101534.72,208055.52
2498,Bahrain,757821309,284540.07,125826.26
2499,Panama,156025016,12082.56,6837.36
2500,Kyrgyzstan,594373071,2572887.95,403546.0
2501,Yemen,832289302,640030.95,100386.0
2502,Samoa ,149510037,1153337.12,277371.25
2503,Armenia,596084105,892162.04,589071.56
2504,Kuwait,242372834,16351.96,5694.83
2505,Philippines,829050052,22060.96,7683.08
2506,Andorra,117102086,111299.88,49217.84
2507,Liechtenstein,437827765,914622.8,301628.6
2508,India,142838418,771432.48,436543.38
2509,Sri Lanka,354057872,222505.71,154479.11
2510,Slovakia,913722455,2536921.22,1675063.58
2511,Latvia,834380996,41539.11,18368.98
2512,Palau,548894822,3293150.7,516516.0
2513,Central African Republic,560437762,471901.92,267043.02
2514,Bhutan,992496144,272454.24,65523.75
2515,Burundi,238868796,637078.4,481929.6
2516,Luxembourg,813667047,532834.4,128143.75
2517,Andorra,801314723,666121.68,503899.92
2518,Somalia,606548154,562846.44,248895.92
2519,Trinidad and Tobago,704416167,657249.92,158065.0
2520,Kenya,290280091,894986.4,506460.9
2521,Tunisia ,429813754,2048.32,713.36
2522,Dominican Republic,909003484,310443.84,175676.04
2523,Djibouti,684148108,124830.72,255791.52
2524,Russia,131858956,1410867.0,848361.0
2525,China,599059855,1999606.66,659439.67
2526,Russia,352987134,2935576.32,705990.0
2527,Bosnia and Herzegovina,431189620,3908327.2,939931.25
2528,Tanzania,591528642,623610.75,471741.75
2529,Bhutan,662178027,186224.64,129290.24
2530,Austria,991624104,139578.21,61722.78
2531,Madagascar,198665702,3081995.19,483397.2
2532,Poland,122414147,356536.53,247532.73
2533,Grenada,872293269,4933435.18,1626971.41
2534,Netherlands,378039395,3323419.97,521263.6
2535,El Salvador,239701354,164765.16,114391.56
2536,The Bahamas,777640473,1586547.84,953998.72
2537,Morocco,582530581,93148.16,190870.56
2538,France,565358006,447265.92,107565.0
2539,Thailand,807421576,453071.64,272434.12
2540,Haiti,110332620,60404.68,21036.89
2541,Turkey,946014964,181361.95,89340.3
2542,Liechtenstein,906704938,169726.65,75054.7
2543,Kenya,354951369,217856.87,107317.98
2544,Cambodia,173615586,506025.45,351318.45
2545,Thailand,415871417,404547.57,280865.37
2546,Brunei,755205190,99894.83,75567.27
2547,Samoa ,935415732,1072376.27,811218.63
2548,Jordan,320614373,3030594.08,728841.25
2549,Somalia,145224940,1090712.86,720169.54
2550,Dominican Republic,363983762,885476.34,614759.94
2551,Singapore,101939666,161079.93,79349.22
2552,Vatican City,804453980,167157.76,342524.16
2553,Vanuatu,387200534,48746.38,16075.81
2554,Mexico,886165654,451376.52,313377.32
2555,Dominica,807648169,3608972.24,566051.2
2556,Montenegro,978259408,428028.51,189278.18
2557,Malawi,494923198,2008417.91,1326106.49
2558,Albania,774875867,672123.67,105419.6
2559,Mozambique,605666244,1048837.16,793412.04
2560,Denmark,195155656,1141822.5,863752.5
2561,Laos,721517932,1027694.3,338917.85
2562,Iraq,283239400,180789.73,89058.42
2563,Oman,649118888,240300.61,118373.94
2564,Haiti,508267724,2395648.61,375746.8
2565,Kuwait,420109736,490875.54,217069.72
2566,Burundi,564381253,57508.11,28328.94
2567,Iraq,291131103,7044.56,2453.38
2568,Cameroon,370720613,389039.42,294295.98
2569,El Salvador,743823611,326854.01,247254.69
2570,Iraq,971426427,312931.74,138381.32
2571,Taiwan,684827888,1223167.85,807626.15
2572,New Zealand,935639321,848433.24,510166.92
2573,Benin,145784556,886112.85,615201.85
2574,Maldives,857499921,14788.04,5150.17
2575,Moldova ,283334243,598462.68,359858.44
2576,Nigeria,656148850,4137209.76,994976.25
2577,Mozambique,679117572,274056.12,121190.16
2578,Liberia,475726735,815905.37,617206.53
2579,Vatican City,239775168,582839.52,350464.16
2580,Djibouti,685374200,3171529.94,1045922.03
2581,Romania,796947658,538361.34,323719.22
2582,Republic of the Congo,979231870,484293.18,336230.38
2583,Mauritius ,807275664,66867.96,23287.83
2584,Japan,376440370,188387.54,92801.16
2585,Bhutan,752399814,21617.2,10648.8
2586,Turkey,821140325,664644.92,438847.88
2587,Comoros,438960731,830309.9,628103.1
2588,Iran,882472360,1069343.52,257171.25
2589,Sao Tome and Principe,798599040,1079842.72,259696.25
2590,Namibia,254577100,377677.44,213722.64
2591,Grenada,287955367,70667.49,31249.82
2592,Greenland,656595170,905390.01,628585.41
2593,Latvia,288670337,274975.68,155605.08
2594,Nigeria,432667195,265952.31,117606.58
2595,Uganda,607384574,1961281.84,1294983.76
2596,Greenland,851933801,158886.42,78268.68
2597,South Korea,375738704,753536.91,523158.31
2598,Burundi,708535611,16264.29,7192.22
2599,India,750373351,31917.16,15722.64
2600,Cuba,821613252,1298751.04,312342.5
2601,Somalia,412929141,991174.12,654446.68
2602,Kenya,435307347,699380.92,529059.48
2603,Hungary,970046699,846705.3,640505.7
2604,Maldives,818758523,1226896.32,737738.56
2605,France,653366649,1664809.85,261118.0
2606,Vatican City,766107404,48855.2,17014.6
2607,Finland,619529616,45650.44,22487.76
2608,Malta,196494615,582496.32,329626.92
2609,Lesotho,450176227,340246.68,150460.24
2610,Czech Republic,154060781,4652720.48,1118953.75
2611,Georgia,851947104,506346.45,223911.1
2612,Indonesia,107946527,18206.52,6340.71
2613,Palau,956482875,1705118.22,562321.89
2614,El Salvador,652292478,3364002.76,1109396.62
2615,Malawi,120424163,458378.13,318238.33
2616,Croatia,806239259,1558081.28,374710.0
2617,Austria,625411593,64946.97,31993.38
2618,Eritrea,713927495,533395.38,370320.58
2619,Philippines,478085792,2658922.4,639456.25
2620,Botswana,744497811,130454.34,57688.12
2621,Azerbaijan,610087382,411934.23,182161.14
2622,Azerbaijan,592090833,616326.1,96668.0
2623,Saint Vincent and the Grenadines,378056991,137332.8,67651.2
2624,Sweden,175847184,188959.76,93083.04
2625,Tuvalu,263635241,426884.64,241568.34
2626,United Arab Emirates,539907491,3456896.51,542198.8
2627,Seychelles ,973462760,56176.56,19564.38
2628,Qatar,253412377,4627890.86,1526207.57
2629,Israel,739180171,276382.26,136148.04
2630,Poland,810502469,257678.49,113947.82
2631,Vietnam,717428100,930229.12,223715.0
2632,Somalia,330318391,867433.77,656186.13
2633,Afghanistan,489847171,646212.98,488839.62
2634,Vietnam,757000768,214757.76,121528.56
2635,Tanzania,763078010,57976.8,32808.3
2636,New Zealand,659690225,532122.36,369436.76
2637,Austria,668761241,60903.23,9552.4
2638,Djibouti,632527387,440042.55,194590.9
2639,United Kingdom,463537490,4974643.46,1640561.27
2640,Guinea-Bissau,594652879,558539.52,246991.36
2641,Brunei,629047381,2900744.26,454968.8
2642,Panama,690207326,1042766.22,627020.26
2643,Montenegro,971931540,796462.32,478916.56
2644,Sri Lanka,388331353,1246077.56,822752.84
2645,Cote d'Ivoire,623830592,490690.9,371192.1
2646,Tunisia ,283165585,349534.92,242671.72
2647,Kazakhstan,741385161,8297.08,2889.59
2648,Germany,293850648,40080.64,13958.72
2649,Namibia,906235873,150097.92,307566.72
2650,Tonga,564527165,178769.92,366318.72
2651,Gabon,925023353,1393480.49,218561.2
2652,Fiji,564335763,977634.28,739549.32
2653,Equatorial Guinea,829388225,1711894.56,411701.25
2654,Tunisia ,887417066,1927386.65,302302.0
2655,New Zealand,875971114,957257.14,724134.66
2656,Somalia,552911698,751554.72,425294.82
2657,Sao Tome and Principe,646412646,380935.74,168453.32
2658,Norway,604960286,1684.48,3451.68
2659,Mongolia,847353446,1120742.7,847806.3
2660,Burundi,512703454,329728.0,675648.0
2661,Cuba,610434138,68383.44,23815.62
2662,Tonga,870281827,446957.28,252927.18
2663,United Kingdom,192295348,119060.48,243967.68
2664,Benin,696836030,1294649.82,778479.06
2665,Czech Republic,974577701,288655.36,591485.76
2666,Albania,136506688,134058.43,66038.22
2667,Burkina Faso,963921821,2489360.32,598677.5
2668,Grenada,458434426,311192.31,153295.74
2669,Spain,191968333,595682.43,413564.63
2670,Comoros,456759870,1119152.5,738947.5
2671,Papua New Guinea,715357863,2407626.19,1589693.41
2672,Tanzania,950623643,539271.72,238470.96
2673,Sweden,315731036,80220.35,60684.15
2674,Chad,284166371,974302.56,551344.86
2675,Liberia,599728477,12718.96,4429.58
2676,Federated States of Micronesia,626528680,237691.02,165021.82
